train_number,train_name,train_type,corridor_id,source_code,dest_code,run_days,corridor_stops,train_gap_coverage_potential
13065,Howrah - Anand Vihar Terminal Amrit Bharat Express,Amrit Bharat Express,hwh_bwn_main,HWH,BWN,thu,HWH(--/23:10) -> BDC(00:01/00:03) -> BWN(01:04/01:06),24 mins
13066,Anand Vihar Terminal - Howrah Amrit Bharat Express,Amrit Bharat Express,hwh_bwn_main,BWN,HWH,sat,BWN(07:53/07:55) -> BDC(09:05/09:07) -> HWH(10:50/--),41 mins
13427,Sahibganj Intercity Express,MAIL EXPRESS,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/13:45) -> BDC(14:30/14:32) -> BWN(15:40/15:42),27 mins
13428,Howrah Intercity Express,MAIL EXPRESS,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(09:34/09:36) -> BDC(10:40/10:42) -> HWH(12:10/--),35 mins
22321,Hool Express,SUPERFAST,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:55) -> BDC(07:34/07:35) -> BWN(08:19/08:21),17 mins
22322,Hool Express,SUPERFAST,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(15:55/15:57) -> BDC(16:47/16:48) -> HWH(18:00/--),28 mins
22387,Black Diamond Express,SUPERFAST,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:15) -> BDC(06:56/06:58) -> BWN(07:48/07:50),20 mins
22388,Black Diamond Express,SUPERFAST,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(19:13/19:15) -> BDC(20:14/20:16) -> HWH(21:30/--),29 mins
37811,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/04:15) -> BDC(05:15/05:17) -> BWN(06:35/--),31 mins
37812,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/03:05) -> BDC(04:20/04:21) -> HWH(05:27/--),26 mins
37813,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/05:00) -> BDC(05:59/06:01) -> BWN(07:20/--),31 mins
37814,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/04:05) -> BDC(05:23/05:27) -> HWH(06:35/--),27 mins
37815,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/05:15) -> BDC(06:16/06:17) -> BWN(07:36/--),31 mins
37816,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/05:05) -> BDC(06:20/06:21) -> HWH(07:28/--),26 mins
37817,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:20) -> BDC(07:17/07:18) -> BWN(08:45/--),34 mins
37818,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/05:40) -> BDC(06:58/07:00) -> HWH(08:12/--),28 mins
37819,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/07:00) -> BDC(07:59/08:01) -> BWN(09:20/--),31 mins
37820,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/06:10) -> BDC(07:23/07:24) -> HWH(08:31/--),26 mins
37821,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/08:05) -> BDC(09:05/09:07) -> BWN(10:20/--),29 mins
37822,Barddhaman - Howrah Main Line Super Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/06:35) -> BDC(07:39/07:40) -> HWH(08:30/--),20 mins
37823,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/09:00) -> BDC(10:00/10:02) -> BWN(11:25/--),33 mins
37824,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/07:15) -> BDC(08:37/08:38) -> HWH(09:40/--),24 mins
37825,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/10:05) -> BDC(11:08/11:10) -> BWN(12:30/--),32 mins
37826,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/07:40) -> BDC(08:57/08:58) -> HWH(09:52/--),21 mins
37827,Howrah - Barddhaman Local via-Main Line,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/11:30) -> BDC(12:31/12:33) -> BWN(13:52/--),31 mins
37828,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/08:20) -> BDC(09:36/09:37) -> HWH(10:40/--),25 mins
37829,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/12:30) -> BDC(13:30/13:32) -> BWN(14:50/--),31 mins
37830,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/08:50) -> BDC(10:09/10:10) -> HWH(11:10/--),24 mins
37831,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/14:20) -> BDC(15:19/15:22) -> BWN(16:35/--),29 mins
37832,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/09:55) -> BDC(11:35/11:37) -> HWH(12:40/--),25 mins
37833,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,sat,HWH(--/14:52) -> BDC(15:55/15:56) -> BWN(17:10/--),29 mins
37834,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/11:22) -> BDC(12:43/12:45) -> HWH(13:50/--),26 mins
37835,Howrah - Barddhaman Galloping local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sun",HWH(--/14:55) -> BDC(15:55/15:56) -> BWN(17:11/--),30 mins
37836,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/12:25) -> BDC(13:43/13:45) -> HWH(14:46/--),24 mins
37837,Howrah - Barddhaman Galloping local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/15:40) -> BDC(16:35/16:37) -> BWN(17:55/--),31 mins
37838,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/13:40) -> BDC(14:59/15:00) -> HWH(16:12/--),28 mins
37839,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/16:45) -> BDC(17:40/17:42) -> BWN(19:02/--),32 mins
37840,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/15:10) -> BDC(16:32/16:33) -> HWH(17:37/--),25 mins
37841,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:35) -> BDC(18:28/18:30) -> BWN(19:46/--),30 mins
37842,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/16:30) -> BDC(17:50/17:52) -> HWH(19:00/--),27 mins
37843,Howrah - Barddhaman Main Line Super Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:55) -> BDC(18:43/18:44) -> BWN(19:56/--),28 mins
37844,Barddhaman - Howrah Galloping Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sun",BWN(--/17:25) -> BDC(18:44/18:45) -> HWH(19:49/--),25 mins
37845,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat",HWH(--/18:05) -> BDC(19:01/19:03) -> BWN(20:25/--),32 mins
37846,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,sat,BWN(--/17:25) -> BDC(18:44/18:45) -> HWH(19:49/--),25 mins
37847,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/18:35) -> BDC(19:31/19:32) -> BWN(20:53/--),32 mins
37848,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/18:00) -> BDC(19:18/19:20) -> HWH(20:22/--),24 mins
37849,Howrah - Barddhaman Galloping Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:00) -> BDC(19:51/19:52) -> BWN(21:02/--),28 mins
37850,Barddhaman - Howrah Local via-Main Line,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/18:40) -> BDC(19:53/19:55) -> HWH(20:59/--),25 mins
37851,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:10) -> BDC(20:10/20:11) -> BWN(21:25/--),29 mins
37852,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/19:50) -> BDC(21:07/21:08) -> HWH(22:18/--),28 mins
37853,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:20) -> BDC(21:33/21:34) -> BWN(22:55/--),32 mins
37854,Barddhaman - Howrah Local,SUBURBAN,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/20:40) -> BDC(22:03/22:05) -> HWH(23:17/--),28 mins
37855,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:52) -> BDC(21:55/21:57) -> BWN(23:15/--),31 mins
37857,Howrah - Barddhaman Local,SUBURBAN,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/22:10) -> BDC(23:09/23:10) -> BWN(00:28/--),31 mins
53047,Viswabharati Fast Passenger,PASSENGER,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/16:40) -> BDC(17:31/17:33) -> BWN(18:38/18:40),26 mins
53048,Viswabharati Fast Passenger,PASSENGER,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(07:43/07:45) -> BDC(09:00/09:02) -> HWH(10:10/--),27 mins
63501,Howrah - Barddhaman Fast MEMU,MEMU,hwh_bwn_main,HWH,BWN,"mon,tue,wed,thu,fri,sat,sun",HWH(--/01:30) -> BDC(02:10/02:12) -> BWN(03:20/--),27 mins
63502,Barddhaman - Howrah MEMU,MEMU,hwh_bwn_main,BWN,HWH,"mon,tue,wed,thu,fri,sat,sun",BWN(--/21:58) -> BDC(23:10/23:11) -> HWH(00:15/--),25 mins
11447,Shaktipunj Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(21:17/21:17) -> HWH(22:45/--),35 mins
11448,Shaktipunj Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/13:10) -> SKG(14:00/14:00),20 mins
12019,Howrah - Ranchi Shatabdi Express,Shatabdi Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat",HWH(--/06:05) -> SKG(06:54/06:54),19 mins
12020,Ranchi - Howrah Shatabdi Express,Shatabdi Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat",SKG(20:10/20:10) -> HWH(21:20/--),28 mins
12023,Howrah - Patna Shatabdi Express,Shatabdi Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat",HWH(--/14:05) -> SKG(14:56/14:56),20 mins
12024,Patna - Howrah Shatabdi Express,Shatabdi Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat",SKG(12:11/12:11) -> HWH(13:25/--),29 mins
12041,Howrah - New Jalpaiguri Shatabdi Express,Shatabdi Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat",HWH(--/14:25) -> SKG(15:11/15:11),18 mins
12042,New Jalpaiguri - Howrah Shatabdi Express,Shatabdi Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat",SKG(12:19/12:19) -> HWH(13:45/--),34 mins
12175,Chambal Express,SUPERFAST,hwh_skg_line,HWH,SKG,"wed,sun",HWH(--/17:45) -> SKG(18:46/18:46),24 mins
12176,Chambal Express,SUPERFAST,hwh_skg_line,SKG,HWH,"tue,sat",SKG(05:26/05:26) -> HWH(06:55/--),35 mins
12177,Chambal Express,SUPERFAST,hwh_skg_line,HWH,SKG,fri,HWH(--/17:45) -> SKG(18:46/18:46),24 mins
12178,Chambal Express,SUPERFAST,hwh_skg_line,SKG,HWH,mon,SKG(05:26/05:26) -> HWH(06:55/--),35 mins
12259,Sealdah - Bikaner AC Duronto Express,Duronto Express,hwh_skg_line,HWH,SKG,"mon,wed,thu,sun",HWH(17:03/17:03) -> SKG(18:09/18:09),26 mins
12260,Bikaner - Sealdah AC Duronto Express,Duronto Express,hwh_skg_line,SKG,HWH,"mon,tue,thu,fri",SKG(12:07/12:07) -> HWH(13:27/13:27),32 mins
12273,Howrah - New Delhi Duronto Express,Duronto Express,hwh_skg_line,HWH,SKG,"mon,fri",HWH(--/08:45) -> SKG(09:37/09:37),20 mins
12274,New Delhi - Howrah Duronto Express,Duronto Express,hwh_skg_line,SKG,HWH,"tue,sat",SKG(09:19/09:19) -> HWH(10:35/--),30 mins
12301,Howrah - New Delhi Rajdhani Express,Rajdhani Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat",HWH(--/16:50) -> SKG(17:38/17:38),19 mins
12302,New Delhi - Howrah Rajdhani Express,Rajdhani Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,sat,sun",SKG(08:51/08:51) -> HWH(09:55/--),25 mins
12303,Poorva Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,fri,sat",HWH(--/08:00) -> SKG(08:48/08:48),19 mins
12304,Poorva Express,SUPERFAST,hwh_skg_line,SKG,HWH,"wed,thu,sat,sun",SKG(15:19/15:19) -> HWH(17:00/--),40 mins
12305,Howrah - New Delhi Rajdhani Express,Rajdhani Express,hwh_skg_line,HWH,SKG,sun,HWH(--/14:05) -> SKG(14:51/14:51),18 mins
12306,New Delhi - Howrah Rajdhani Express,Rajdhani Express,hwh_skg_line,SKG,HWH,fri,SKG(10:49/10:49) -> HWH(12:15/--),34 mins
12307,Jodhpur Superfast Express,SUPERFAST,hwh_skg_line,HWH,SKG,"tue,wed,sat,sun",HWH(--/23:30) -> SKG(00:16/00:16),18 mins
12308,Howrah Superfast Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,thu,fri",SKG(03:16/03:16) -> HWH(04:55/--),39 mins
12313,Sealdah - New Delhi Rajdhani Express,Rajdhani Express,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(16:52/16:52) -> SKG(17:48/17:48),22 mins
12314,New Delhi - Sealdah Rajdhani Express,Rajdhani Express,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(08:46/08:46) -> HWH(10:07/10:07),32 mins
12321,Mumbai Mail,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/23:40) -> SKG(00:26/00:26),18 mins
12322,Howrah Mail,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(09:42/09:42) -> HWH(11:10/--),35 mins
12323,Barmer SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,"tue,fri",HWH(--/18:50) -> SKG(19:47/19:47),22 mins
12324,Howrah SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,"wed,sat",SKG(04:19/04:19) -> HWH(05:45/--),34 mins
12329,West Bengal Sampark Kranti Express,Mail/Express,hwh_skg_line,HWH,SKG,tue,HWH(13:13/13:13) -> SKG(14:20/14:20),26 mins
12330,West Bengal Sampark Kranti Express,Mail/Express,hwh_skg_line,SKG,HWH,wed,SKG(14:40/14:40) -> HWH(16:31/16:31),44 mins
12337,Shantiniketan Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/10:00) -> SKG(10:54/10:54),21 mins
12338,Shantiniketan Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(14:20/14:20) -> HWH(16:00/--),40 mins
12339,Coalfield Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/17:20) -> SKG(18:21/18:21),24 mins
12340,Coalfield Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(08:58/08:58) -> HWH(10:25/--),34 mins
12341,Agnibina Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/18:20) -> SKG(19:10/19:10),20 mins
12342,Agnibina Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(07:21/07:21) -> HWH(09:00/--),39 mins
12343,Darjeeling Mail,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(22:17/22:17) -> SKG(23:17/23:17),24 mins
12344,Darjeeling Mail,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(03:08/03:08) -> HWH(05:29/05:29),56 mins
12345,Saraighat Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/16:05) -> SKG(16:51/16:51),18 mins
12346,Saraighat Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(03:43/03:43) -> HWH(05:20/--),38 mins
12347,Sahid Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/12:15) -> SKG(13:09/13:09),21 mins
12348,Sahid Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(18:31/18:31) -> HWH(20:15/--),41 mins
12351,Rajendra Nagar Terminal SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:35) -> SKG(21:25/21:25),20 mins
12352,Howrah SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(05:09/05:09) -> HWH(06:40/--),36 mins
12353,Lal Kuan Weekly SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,fri,HWH(--/08:15) -> SKG(09:02/09:02),18 mins
12354,Howrah Weekly SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,sat,SKG(16:49/16:49) -> HWH(18:25/--),38 mins
12371,Bikaner Weekly SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,mon,HWH(--/08:15) -> SKG(09:10/09:10),22 mins
12372,Howrah Weekly SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,thu,SKG(15:09/15:09) -> HWH(16:50/--),40 mins
12377,Padatik Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(23:23/23:23) -> SKG(00:32/00:32),27 mins
12378,Padatik Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(04:27/04:27) -> HWH(06:40/06:40),53 mins
12379,Amritsar Jallianwala Bagh Express,SUPERFAST,hwh_skg_line,HWH,SKG,fri,HWH(13:13/13:13) -> SKG(14:20/14:20),26 mins
12380,Sealdah Jallianwala Bagh Express,SUPERFAST,hwh_skg_line,SKG,HWH,sun,SKG(14:40/14:40) -> HWH(16:31/16:31),44 mins
12381,Poorva Express,SUPERFAST,hwh_skg_line,HWH,SKG,"wed,thu,sun",HWH(--/08:15) -> SKG(09:01/09:01),18 mins
12382,Poorva Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,fri",SKG(15:19/15:19) -> HWH(17:00/--),40 mins
12937,Garba SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,sat,SKG(11:38/11:38) -> HWH(12:55/--),30 mins
12938,Garba SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,mon,HWH(--/23:00) -> SKG(23:56/23:56),22 mins
12987,Ajmer SF Express,SUPERFAST,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(22:57/22:57) -> SKG(23:59/23:59),24 mins
12988,Sealdah SF Express,SUPERFAST,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(13:56/13:56) -> HWH(15:46/15:46),44 mins
13005,Amritsar Mail,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/19:20) -> SKG(20:06/20:06),18 mins
13006,Howrah Mail,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(05:50/05:50) -> HWH(07:25/--),38 mins
13009,Doon Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:25) -> SKG(22:06/22:06),55 mins
13010,Doon Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(04:35/04:35) -> HWH(07:00/--),58 mins
13011,Malda Town Intercity Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/15:25) -> SKG(17:02/17:02),38 mins
13012,Howrah Intercity Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(09:14/09:14) -> HWH(11:25/--),52 mins
13015,Jamalpur Kavi Guru Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/10:55) -> SKG(12:33/12:33),39 mins
13016,Howrah Kavi Guru Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(14:24/14:24) -> HWH(16:30/--),50 mins
13017,Ganadevta Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/06:05) -> SKG(07:27/07:27),32 mins
13018,Ganadevta Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(19:40/19:40) -> HWH(21:50/--),52 mins
13019,Bagh Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/21:40) -> SKG(23:13/23:13),37 mins
13020,Bagh Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(08:25/08:25) -> HWH(11:15/--),68 mins
13021,Mithila Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/15:50) -> SKG(17:56/17:56),50 mins
13022,Mithila Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(01:35/01:35) -> HWH(04:00/--),58 mins
13023,Howrah - Gaya Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/20:00) -> SKG(21:21/21:21),32 mins
13024,Gaya - Howrah Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(00:52/00:52) -> HWH(03:15/--),57 mins
13025,Bhopal Weekly Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,mon,HWH(--/12:35) -> SKG(13:21/13:21),18 mins
13026,Howrah Weekly Express,Mail/Express,hwh_skg_line,SKG,HWH,wed,SKG(13:41/13:41) -> HWH(15:10/--),35 mins
13027,Azimganj Kaviguru Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/22:40) -> SKG(00:04/00:04),33 mins
13028,Howrah Kaviguru Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(11:41/11:41) -> HWH(13:55/--),53 mins
13029,Howrah - Mokama Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/23:20) -> SKG(01:18/01:18),47 mins
13030,Mokama - Howrah Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(00:49/00:49) -> HWH(03:25/--),62 mins
13031,Howrah - Jaynagar Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,tue,wed,thu,fri,sat,sun",HWH(--/11:25) -> SKG(13:19/13:19),45 mins
13032,Jaynagar - Howrah Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,wed,thu,fri,sat,sun",SKG(18:52/18:52) -> HWH(21:15/--),57 mins
13035,Upasana Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"tue,fri",HWH(--/13:00) -> SKG(13:58/13:58),23 mins
13036,Upasana Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"wed,sat",SKG(01:46/01:46) -> HWH(03:15/--),35 mins
13037,Kumbh Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"mon,wed,thu,sat,sun",HWH(--/13:00) -> SKG(13:58/13:58),23 mins
13038,Kumbh Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,tue,thu,fri,sun",SKG(01:46/01:46) -> HWH(03:15/--),35 mins
13041,Himgiri Express,MAIL EXPRESS,hwh_skg_line,HWH,SKG,"tue,fri,sat",HWH(--/23:55) -> SKG(00:54/00:54),23 mins
13042,Himgiri Express,MAIL EXPRESS,hwh_skg_line,SKG,HWH,"mon,thu,sun",SKG(10:02/10:02) -> HWH(11:30/--),35 mins
